scenario,load_mean_mw,load_max_mw,load_min_mw,load_std_mw,load_peak_ratio,n_timesteps,peak_hour,reactive_burden,gen_mean_mw,gen_max_mw,gen_std_mw,ramp_mean_mw,ramp_max_mw,high_util_pct,imbalance_mean,imbalance_max,voltage_dev_mean,voltage_dev_max,difficulty_score,difficulty_label
0654,254.84,315.0,183.6,23.41,1.2361,8065,19.2,0.7,259.69,321.3,23.87,1.66,8.8,47.9,4.85,11.6,79.5833,141.1,0.4641,medium
0655,254.86,310.4,201.2,21.89,1.2179,8065,19.3,0.7,259.7,317.1,22.29,1.73,8.7,52.21,4.84,12.5,79.5833,141.1,0.4292,medium
0656,255.11,300.5,200.9,22.26,1.1779,8065,19.3,0.7001,260.03,304.9,22.68,1.68,8.9,55.83,4.92,11.1,79.5833,141.1,0.4655,medium
0657,256.95,319.6,198.4,22.99,1.2438,8065,19.3,0.7,261.84,326.3,23.48,1.74,8.6,44.89,4.9,12.8,79.5833,141.1,0.466,medium
0658,256.63,316.1,203.5,22.58,1.2317,8065,19.3,0.7001,261.55,323.9,23.01,1.72,8.9,41.95,4.92,12.2,79.5833,141.1,0.4849,medium
0659,255.51,307.9,197.8,22.18,1.205,8065,19.2,0.7,260.39,314.0,22.58,1.71,9.0,46.79,4.88,13.7,79.5833,141.1,0.4307,medium
0660,256.06,317.2,203.0,23.52,1.2388,8065,19.3,0.7,260.95,322.9,23.98,1.72,9.5,40.42,4.9,12.2,79.5833,141.1,0.482,medium
0661,257.28,311.6,205.6,22.28,1.2111,8065,19.2,0.7001,262.17,317.3,22.7,1.68,8.1,29.1,4.89,11.7,79.5833,141.1,0.4144,medium
0662,256.2,309.7,191.5,22.96,1.2088,8065,19.2,0.7001,261.12,316.3,23.43,1.7,7.6,43.03,4.91,11.5,79.5833,141.1,0.4446,medium
0663,256.64,310.6,206.2,23.08,1.2103,8065,10.2,0.7,261.52,315.5,23.56,1.8,9.8,52.5,4.89,12.8,79.5833,141.1,0.4804,medium
0664,255.81,307.7,187.4,22.69,1.2029,8065,19.3,0.7,260.66,313.1,23.15,1.7,8.3,40.06,4.86,12.0,79.5833,141.1,0.4038,medium
0665,257.83,314.1,196.9,22.81,1.2182,8065,19.4,0.7001,262.8,318.8,23.27,1.72,11.6,46.65,4.97,13.0,79.5833,141.1,0.5597,medium
0666,255.45,319.9,200.2,23.33,1.2523,8065,19.3,0.7,260.35,328.8,23.8,1.64,9.1,52.03,4.9,12.2,79.5833,141.1,0.5026,medium
0667,255.75,327.8,194.6,23.37,1.2817,8065,19.3,0.7,260.64,334.3,23.81,1.7,10.7,42.75,4.89,13.1,79.5833,141.1,0.5404,medium
0668,257.52,321.6,191.1,22.28,1.2489,8065,19.3,0.7,262.46,329.4,22.72,1.75,9.5,39.64,4.95,12.7,79.5833,141.1,0.4811,medium
0669,256.84,316.0,188.6,23.28,1.2303,8065,19.2,0.7,261.74,322.6,23.74,1.67,9.1,36.62,4.9,12.3,79.5833,141.1,0.4556,medium
0670,257.14,310.7,191.8,22.64,1.2083,8065,19.3,0.7,262.07,314.3,23.08,1.71,9.7,47.8,4.93,11.8,79.5833,141.1,0.4709,medium
0671,256.82,314.9,204.3,21.86,1.2262,8065,19.3,0.7,261.69,320.5,22.27,1.7,8.5,37.09,4.88,13.0,79.5833,141.1,0.412,medium
0672,257.46,309.5,201.4,22.27,1.2021,8065,19.3,0.7,262.35,317.9,22.72,1.77,8.1,56.23,4.9,13.4,79.5833,141.1,0.4335,medium
0673,257.84,320.7,202.1,22.91,1.2438,8065,19.3,0.7,262.76,324.8,23.34,1.71,10.3,49.67,4.92,11.6,79.5833,141.1,0.5164,medium
0674,255.64,319.6,195.9,23.19,1.2502,8065,19.2,0.7,260.54,325.0,23.68,1.74,9.9,41.9,4.91,13.0,79.5833,141.1,0.4995,medium
0675,255.95,309.3,200.4,23.48,1.2084,8065,19.2,0.7001,260.86,316.5,23.93,1.72,10.7,44.03,4.91,12.3,79.5833,141.1,0.5227,medium
0676,257.11,307.5,198.8,21.99,1.196,8065,19.3,0.7001,262.07,314.4,22.44,1.72,8.3,47.3,4.96,12.0,79.5833,141.1,0.4557,medium
0677,255.28,318.9,202.5,22.98,1.2492,8065,19.3,0.7,260.15,323.3,23.42,1.68,9.6,41.62,4.87,13.5,79.5833,141.1,0.4778,medium
0678,256.76,315.0,200.7,22.62,1.2268,8065,19.3,0.6999,261.66,321.4,23.09,1.73,9.2,40.57,4.9,12.3,79.5833,141.1,0.4234,medium
0679,256.3,311.8,203.3,22.15,1.2165,8065,19.5,0.6999,261.2,318.2,22.57,1.77,8.7,52.21,4.9,12.3,79.5833,141.1,0.4194,medium
0680,255.63,306.2,197.6,23.46,1.1978,8065,19.3,0.7,260.53,312.3,23.93,1.77,12.5,50.79,4.91,13.6,79.5833,141.1,0.5383,medium
0681,255.32,309.8,201.1,22.09,1.2134,8065,19.4,0.6999,260.18,315.2,22.55,1.72,9.1,51.12,4.87,13.1,79.5833,141.1,0.415,medium
0682,256.84,306.9,196.6,23.14,1.1949,8065,19.4,0.7,261.73,314.5,23.56,1.69,7.7,44.86,4.89,12.7,79.5833,141.1,0.4089,medium
0683,255.42,311.0,203.5,22.7,1.2176,8065,19.3,0.7001,260.3,316.6,23.13,1.72,8.7,41.39,4.89,12.3,79.5833,141.1,0.4629,medium
0684,256.67,309.8,196.6,22.4,1.207,8065,19.2,0.6999,261.53,315.4,22.82,1.73,9.9,58.39,4.86,13.4,79.5833,141.1,0.444,medium
0685,256.78,313.7,204.1,22.14,1.2217,8065,19.2,0.7,261.69,318.3,22.57,1.7,7.9,29.87,4.91,13.0,79.5833,141.1,0.3939,medium
0686,258.0,317.0,203.9,23.78,1.2287,8065,19.2,0.6999,262.88,324.6,24.26,1.69,8.5,33.43,4.88,13.8,79.5833,141.1,0.4093,medium
0687,256.71,307.2,200.6,23.63,1.1967,8065,19.3,0.7,261.6,313.2,24.1,1.73,9.5,52.86,4.89,11.9,79.5833,141.1,0.4731,medium
0688,256.56,314.4,199.1,23.83,1.2254,8065,19.2,0.7,261.47,319.2,24.26,1.72,9.8,41.51,4.91,12.1,79.5833,141.1,0.4881,medium
0689,257.44,313.8,202.1,22.39,1.2189,8065,19.3,0.7,262.35,319.9,22.84,1.76,8.8,53.17,4.92,12.0,79.5833,141.1,0.4629,medium
0690,255.91,313.4,198.6,22.21,1.2247,8065,19.4,0.7001,260.83,319.8,22.64,1.74,8.3,49.36,4.93,13.2,79.5833,141.1,0.4772,medium
0691,255.68,311.5,198.4,22.64,1.2183,8065,19.3,0.7,260.53,316.8,23.07,1.66,8.2,38.12,4.85,11.7,79.5833,141.1,0.4062,medium
0692,255.63,314.3,194.7,23.13,1.2295,8065,19.2,0.7,260.54,320.4,23.6,1.69,9.0,45.52,4.91,12.0,79.5833,141.1,0.47,medium
0693,258.62,310.5,203.6,22.39,1.2006,8065,19.2,0.7,263.58,315.8,22.85,1.81,9.1,59.28,4.97,12.5,79.5833,141.1,0.4803,medium
0694,256.97,312.8,204.2,22.84,1.2172,8065,19.2,0.7,261.9,318.1,23.29,1.72,9.8,40.48,4.93,13.2,79.5833,141.1,0.4691,medium
0695,255.88,315.3,203.6,21.78,1.2322,8065,19.2,0.7,260.76,321.7,22.19,1.71,8.0,32.52,4.89,12.4,79.5833,141.1,0.3981,medium
0696,257.69,311.4,202.5,21.98,1.2084,8065,19.3,0.7,262.63,318.1,22.42,1.76,9.4,51.23,4.94,12.3,79.5833,141.1,0.4629,medium
0697,255.88,313.3,199.8,23.18,1.2244,8065,19.2,0.7,260.78,320.5,23.63,1.68,8.3,35.05,4.9,12.6,79.5833,141.1,0.4289,medium
0698,254.86,305.8,197.0,22.55,1.1999,8065,19.2,0.7,259.7,309.1,22.96,1.71,9.6,48.84,4.84,12.0,79.5833,141.1,0.4395,medium
0699,257.04,314.5,198.7,21.28,1.2235,8065,19.2,0.7,261.97,318.8,21.68,1.69,9.6,51.74,4.93,11.7,79.5833,141.1,0.4659,medium
0700,256.98,307.0,202.8,22.55,1.1947,8065,19.3,0.7,261.89,313.9,22.98,1.68,8.7,49.87,4.91,12.8,79.5833,141.1,0.436,medium
0701,256.17,311.0,205.3,22.66,1.214,8065,19.3,0.6999,261.03,318.4,23.1,1.7,9.0,42.16,4.87,12.0,79.5833,141.1,0.4052,medium
0702,256.87,313.5,204.3,22.29,1.2204,8065,19.4,0.7,261.79,320.9,22.7,1.76,8.9,50.73,4.92,12.7,79.5833,141.1,0.4599,medium
0703,256.29,311.4,201.9,21.84,1.215,8065,19.2,0.7,261.17,315.9,22.27,1.72,8.6,41.07,4.89,13.2,79.5833,141.1,0.4156,medium
0704,255.8,310.9,196.7,23.22,1.2154,8065,19.2,0.7,260.66,318.6,23.67,1.71,7.8,53.9,4.87,11.7,79.5833,141.1,0.4401,medium
0705,256.96,308.0,202.2,22.08,1.1986,8065,19.3,0.7,261.85,316.1,22.49,1.77,9.0,47.25,4.89,13.0,79.5833,141.1,0.4277,medium
0706,256.24,319.2,200.1,24.4,1.2457,8065,19.2,0.7,261.1,326.3,24.89,1.74,9.1,44.96,4.87,12.1,79.5833,141.1,0.4936,medium
0707,255.41,307.1,200.9,22.39,1.2024,8065,19.2,0.7,260.28,314.5,22.82,1.72,8.6,54.05,4.87,12.4,79.5833,141.1,0.4347,medium
0708,253.96,299.7,204.2,21.36,1.1801,8065,19.3,0.7001,258.82,305.2,21.74,1.67,9.0,49.27,4.87,12.7,79.5833,141.1,0.4293,medium
0709,255.52,320.7,201.1,23.77,1.2551,8065,19.3,0.7,260.38,329.4,24.25,1.7,8.7,30.08,4.87,12.4,79.5833,141.1,0.4532,medium
0710,254.44,308.0,193.3,22.0,1.2105,8065,19.2,0.7001,259.31,315.0,22.42,1.72,8.6,55.96,4.88,12.2,79.5833,141.1,0.4693,medium
0711,256.93,314.9,195.4,23.03,1.2256,8065,19.3,0.7001,261.86,322.3,23.48,1.79,9.5,51.64,4.93,11.8,79.5833,141.1,0.5219,medium
0712,257.43,309.3,200.7,22.24,1.2015,8065,19.3,0.7,262.34,315.2,22.68,1.72,10.7,40.67,4.92,12.7,79.5833,141.1,0.465,medium
0713,256.14,305.4,202.9,21.64,1.1923,8065,19.2,0.6999,261.03,314.1,22.08,1.71,9.3,58.88,4.9,11.8,79.5833,141.1,0.4187,medium
0714,257.11,314.8,201.5,24.07,1.2244,8065,19.2,0.7,262.01,319.8,24.52,1.71,9.2,35.55,4.9,11.2,79.5833,141.1,0.464,medium
0715,256.67,315.7,198.1,22.99,1.23,8065,19.4,0.7,261.56,322.7,23.42,1.7,7.5,25.57,4.89,11.5,79.5833,141.1,0.3917,medium
0716,257.57,318.7,194.3,22.98,1.2373,8065,19.3,0.7,262.47,325.6,23.4,1.67,8.4,40.46,4.9,11.0,79.5833,141.1,0.448,medium
0717,256.56,308.9,199.6,23.55,1.204,8065,19.4,0.7001,261.43,315.4,23.99,1.67,8.2,51.33,4.87,11.7,79.5833,141.1,0.4692,medium
0718,256.24,314.2,198.0,21.86,1.2262,8065,19.3,0.7001,261.12,317.8,22.3,1.73,8.7,58.65,4.88,12.2,79.5833,141.1,0.4864,medium
0719,256.7,313.6,202.6,23.2,1.2217,8065,19.3,0.7,261.59,321.4,23.64,1.67,7.6,35.24,4.89,11.8,79.5833,141.1,0.4095,medium
0720,255.68,313.0,196.0,22.15,1.2242,8065,19.2,0.7,260.56,319.0,22.61,1.66,8.4,48.07,4.88,12.5,79.5833,141.1,0.4341,medium
0721,256.03,311.7,195.3,23.38,1.2174,8065,19.3,0.6999,260.87,318.5,23.87,1.73,8.3,52.13,4.85,12.9,79.5833,141.1,0.418,medium
0722,257.03,311.2,206.8,21.45,1.2107,8065,19.3,0.7,261.93,316.6,21.9,1.72,8.5,47.48,4.9,13.4,79.5833,141.1,0.4187,medium
0723,255.31,312.3,202.7,22.41,1.2232,8065,19.3,0.7,260.21,319.3,22.84,1.8,9.7,49.35,4.91,12.1,79.5833,141.1,0.4763,medium
0724,257.04,307.2,209.7,22.27,1.1951,8065,19.3,0.7,261.94,314.0,22.7,1.71,9.2,44.43,4.9,14.8,79.5833,141.1,0.4297,medium
0725,255.8,310.2,198.2,23.44,1.2126,8065,19.2,0.7,260.68,314.4,23.88,1.7,9.7,49.37,4.88,13.0,79.5833,141.1,0.4772,medium
0726,254.83,307.2,201.8,20.97,1.2055,8065,19.2,0.7001,259.72,315.7,21.37,1.69,9.5,45.18,4.9,11.8,79.5833,141.1,0.4532,medium
0727,255.91,319.1,198.0,23.83,1.2469,8065,19.3,0.7001,260.82,325.8,24.3,1.69,9.1,33.12,4.91,12.8,79.5833,141.1,0.5015,medium
0728,256.11,309.9,204.6,22.33,1.21,8065,19.3,0.7,261.04,316.1,22.78,1.68,8.9,35.04,4.93,12.4,79.5833,141.1,0.4251,medium
0729,255.67,317.2,204.2,22.01,1.2407,8065,19.3,0.7,260.55,322.6,22.45,1.64,8.7,44.34,4.89,11.9,79.5833,141.1,0.4464,medium
0730,256.76,322.1,200.3,22.09,1.2545,8065,19.3,0.7,261.67,328.0,22.53,1.71,8.8,49.71,4.91,13.6,79.5833,141.1,0.4758,medium
0731,255.42,306.3,197.7,22.17,1.1992,8065,19.2,0.7,260.27,313.4,22.6,1.76,9.1,46.11,4.85,14.5,79.5833,141.1,0.4192,medium
0732,256.9,302.5,205.8,20.58,1.1775,8065,19.4,0.7,261.79,309.8,20.97,1.76,9.1,59.75,4.9,12.7,79.5833,141.1,0.4162,medium
0733,256.97,310.7,200.3,22.26,1.2091,8065,19.3,0.7001,261.9,317.5,22.69,1.68,8.7,43.91,4.93,12.0,79.5833,141.1,0.4645,medium
0734,257.69,311.6,207.2,22.83,1.2092,8065,19.3,0.7,262.61,318.1,23.27,1.77,8.9,51.83,4.92,12.5,79.5833,141.1,0.4622,medium
0735,255.13,316.5,196.9,22.68,1.2406,8065,19.2,0.7,260.02,322.5,23.14,1.67,8.2,40.91,4.9,12.4,79.5833,141.1,0.4421,medium
0736,258.34,311.7,199.5,23.58,1.2065,8065,19.3,0.7,263.27,317.9,24.03,1.68,9.8,33.4,4.94,12.2,79.5833,141.1,0.4619,medium
0737,256.9,321.8,203.4,23.93,1.2527,8065,19.4,0.7,261.81,327.3,24.4,1.72,8.5,50.64,4.92,12.0,79.5833,141.1,0.502,medium
0738,256.44,308.7,199.0,21.89,1.2038,8065,19.2,0.7,261.31,314.5,22.33,1.7,8.2,43.93,4.88,14.9,79.5833,141.1,0.402,medium
0739,256.66,315.1,198.1,24.37,1.2277,8065,10.2,0.6999,261.53,320.7,24.83,1.74,8.5,54.1,4.87,12.7,79.5833,141.1,0.4552,medium
0740,255.33,312.3,195.4,21.99,1.2231,8065,19.2,0.7,260.21,320.4,22.4,1.75,9.0,39.67,4.88,13.5,79.5833,141.1,0.4277,medium
0741,256.14,304.2,198.9,21.83,1.1876,8065,19.3,0.7,261.01,310.9,22.26,1.77,9.9,53.13,4.87,12.1,79.5833,141.1,0.4412,medium
0742,255.97,311.9,202.4,21.66,1.2185,8065,19.3,0.6999,260.85,318.8,22.11,1.67,8.9,55.72,4.87,11.1,79.5833,141.1,0.4163,medium
0743,257.16,314.3,194.1,22.61,1.2222,8065,19.3,0.7,262.06,322.3,23.05,1.68,11.1,46.36,4.9,11.3,79.5833,141.1,0.5012,medium
0744,256.94,309.7,183.6,23.76,1.2053,8065,19.2,0.6999,261.82,317.4,24.22,1.71,9.6,41.04,4.88,15.3,79.5833,141.1,0.43,medium
0745,255.78,316.1,193.5,23.12,1.2358,8065,19.3,0.7001,260.69,323.2,23.59,1.75,8.8,52.29,4.91,12.1,79.5833,141.1,0.5118,medium
0746,257.19,319.9,198.8,23.24,1.2438,8065,19.2,0.7001,262.1,326.0,23.71,1.76,8.9,51.99,4.91,13.4,79.5833,141.1,0.5214,medium
0747,256.58,311.4,199.1,22.79,1.2136,8065,19.4,0.7,261.51,318.1,23.22,1.73,8.8,47.09,4.93,13.0,79.5833,141.1,0.4562,medium
0748,256.84,312.3,198.6,22.55,1.2159,8065,19.3,0.7,261.78,319.6,22.98,1.75,9.7,40.94,4.94,13.5,79.5833,141.1,0.4647,medium
0749,256.68,307.5,198.8,22.3,1.198,8065,19.3,0.6999,261.54,313.4,22.69,1.68,8.5,31.42,4.86,11.4,79.5833,141.1,0.3531,medium
0750,255.67,311.3,203.4,21.89,1.2176,8065,19.3,0.6999,260.53,318.1,22.33,1.72,10.2,47.49,4.87,12.6,79.5833,141.1,0.4321,medium
0751,254.43,305.7,201.4,21.44,1.2015,8065,19.3,0.7001,259.31,311.8,21.89,1.76,8.0,56.32,4.88,11.9,79.5833,141.1,0.441,medium
0752,254.71,314.5,190.7,22.79,1.2348,8065,19.3,0.7,259.55,321.4,23.26,1.69,11.0,43.03,4.85,12.7,79.5833,141.1,0.4921,medium
0753,253.61,313.3,193.4,23.07,1.2354,8065,19.3,0.7001,258.48,318.0,23.52,1.7,8.3,34.84,4.88,11.9,79.5833,141.1,0.4584,medium
0754,256.61,318.2,198.9,23.25,1.24,8065,19.4,0.7001,261.52,324.0,23.7,1.73,10.1,48.73,4.91,12.7,79.5833,141.1,0.5388,medium
0755,255.28,305.5,201.1,23.19,1.1967,8065,10.0,0.7,260.16,312.5,23.65,1.71,9.4,50.25,4.88,12.1,79.5833,141.1,0.4561,medium
0756,256.75,307.5,201.8,22.61,1.1977,8065,19.3,0.7,261.62,311.3,23.05,1.73,9.9,49.4,4.88,11.8,79.5833,141.1,0.4569,medium
0757,256.98,316.7,194.1,23.39,1.2324,8065,19.2,0.7,261.91,323.5,23.87,1.73,8.3,37.89,4.94,13.1,79.5833,141.1,0.4542,medium
0758,257.72,314.3,202.9,23.04,1.2195,8065,19.3,0.7,262.65,319.0,23.51,1.73,8.1,40.38,4.93,12.0,79.5833,141.1,0.4365,medium
0759,256.78,316.9,188.8,23.66,1.2341,8065,19.3,0.7,261.66,323.4,24.12,1.77,9.4,47.49,4.88,13.1,79.5833,141.1,0.4868,medium
0760,257.21,317.0,204.6,22.05,1.2325,8065,19.3,0.6999,262.09,321.5,22.48,1.71,9.7,44.64,4.89,11.9,79.5833,141.1,0.4348,medium
0761,256.52,310.4,208.3,21.58,1.21,8065,19.3,0.7001,261.42,318.0,22.01,1.77,8.8,45.65,4.9,12.4,79.5833,141.1,0.452,medium
0762,256.18,318.3,199.3,22.7,1.2425,8065,19.2,0.7,261.05,324.2,23.14,1.64,8.5,38.12,4.87,11.9,79.5833,141.1,0.4373,medium
0763,254.88,313.9,202.0,21.66,1.2315,8065,19.2,0.7,259.75,321.5,22.1,1.65,8.9,48.08,4.87,12.0,79.5833,141.1,0.4401,medium
0764,255.91,308.6,198.3,22.7,1.2059,8065,19.3,0.7,260.81,313.9,23.16,1.7,10.5,44.43,4.9,11.5,79.5833,141.1,0.4734,medium
0765,257.7,317.8,187.4,22.78,1.2332,8065,19.2,0.7,262.61,323.9,23.18,1.75,8.9,39.05,4.9,12.1,79.5833,141.1,0.4499,medium
0766,256.49,310.5,198.8,22.26,1.2106,8065,19.3,0.7,261.39,317.4,22.69,1.65,8.3,53.69,4.9,11.4,79.5833,141.1,0.4393,medium
0767,256.38,315.1,193.2,23.42,1.229,8065,19.2,0.7,261.26,320.1,23.82,1.67,10.2,53.92,4.89,13.5,79.5833,141.1,0.5116,medium
0768,256.92,320.0,203.7,22.11,1.2455,8065,19.3,0.7001,261.86,326.5,22.53,1.71,8.2,35.36,4.94,12.4,79.5833,141.1,0.4649,medium
0769,256.18,312.3,200.5,21.65,1.2191,8065,19.2,0.7,261.09,319.8,22.09,1.71,8.8,43.92,4.91,12.3,79.5833,141.1,0.4307,medium
0770,255.76,317.4,195.6,22.46,1.241,8065,19.3,0.7001,260.64,325.2,22.88,1.7,8.1,47.44,4.88,12.3,79.5833,141.1,0.4726,medium
0771,255.49,309.1,194.9,22.96,1.2098,8065,19.3,0.7,260.38,313.7,23.41,1.72,8.2,50.01,4.88,11.3,79.5833,141.1,0.4355,medium
0772,256.82,314.3,192.6,23.95,1.2238,8065,19.3,0.7,261.69,320.3,24.45,1.71,9.0,36.65,4.87,12.2,79.5833,141.1,0.4515,medium
0773,255.42,304.1,197.4,22.06,1.1906,8065,19.3,0.7,260.28,310.2,22.51,1.75,9.4,62.96,4.86,12.0,79.5833,141.1,0.4524,medium
0774,255.58,319.5,207.7,22.46,1.2501,8065,19.2,0.7,260.45,325.2,22.92,1.71,8.9,48.62,4.87,11.8,79.5833,141.1,0.4682,medium
0775,253.95,312.4,202.9,22.15,1.2302,8065,19.3,0.7,258.81,317.8,22.58,1.72,8.8,41.92,4.86,11.5,79.5833,141.1,0.4304,medium
0776,254.86,309.1,200.5,21.1,1.2128,8065,19.4,0.7,259.73,314.4,21.54,1.71,9.0,39.09,4.88,12.0,79.5833,141.1,0.4044,medium
0777,256.84,314.8,204.2,22.36,1.2257,8065,19.2,0.7,261.77,319.0,22.79,1.68,8.3,53.34,4.94,12.1,79.5833,141.1,0.4621,medium
0778,256.11,305.3,204.5,22.27,1.1921,8065,19.3,0.7,261.01,310.9,22.73,1.7,8.8,38.52,4.9,12.0,79.5833,141.1,0.4073,medium
0779,256.09,305.3,204.6,21.17,1.1922,8065,19.4,0.7001,261.01,311.5,21.61,1.71,9.1,52.88,4.92,12.6,79.5833,141.1,0.4575,medium
0780,257.0,310.6,201.9,23.19,1.2085,8065,19.3,0.6999,261.92,317.3,23.64,1.72,8.8,52.66,4.93,11.5,79.5833,141.1,0.441,medium
0781,256.94,307.5,200.9,21.99,1.1968,8065,19.2,0.7,261.84,313.3,22.43,1.7,8.0,50.12,4.91,12.4,79.5833,141.1,0.4136,medium
0782,256.3,312.0,196.4,23.47,1.2173,8065,19.2,0.7001,261.2,317.4,23.92,1.74,8.9,46.39,4.9,13.3,79.5833,141.1,0.4917,medium
0783,256.71,309.9,202.7,22.54,1.2072,8065,19.2,0.7,261.59,315.4,23.02,1.68,7.9,44.2,4.88,12.5,79.5833,141.1,0.409,medium
0784,256.64,317.0,200.5,23.09,1.2352,8065,19.2,0.7001,261.56,323.1,23.52,1.73,10.1,39.24,4.92,11.4,79.5833,141.1,0.517,medium
0785,255.83,308.8,196.5,23.05,1.207,8065,19.2,0.7,260.71,315.7,23.51,1.69,8.6,49.44,4.88,14.5,79.5833,141.1,0.4426,medium
0786,256.65,315.6,199.9,23.24,1.2297,8065,19.2,0.7,261.55,321.6,23.71,1.72,12.1,39.85,4.91,13.7,79.5833,141.1,0.5292,medium
0787,255.54,310.2,204.6,21.79,1.2139,8065,19.3,0.7,260.4,317.9,22.23,1.73,9.5,44.2,4.86,12.2,79.5833,141.1,0.432,medium
0788,255.91,310.0,203.8,21.58,1.2114,8065,19.3,0.7,260.8,316.2,21.97,1.68,8.8,47.25,4.9,12.5,79.5833,141.1,0.4275,medium
0789,256.31,309.7,187.5,22.61,1.2083,8065,19.3,0.7,261.2,315.2,23.04,1.72,11.2,39.45,4.89,16.4,79.5833,141.1,0.477,medium
0790,255.51,311.1,198.1,22.14,1.2176,8065,19.2,0.7001,260.42,316.8,22.58,1.74,10.0,39.16,4.92,12.6,79.5833,141.1,0.4859,medium
0791,256.4,313.6,195.5,22.32,1.2231,8065,19.2,0.7,261.31,320.9,22.77,1.74,9.7,44.56,4.91,11.8,79.5833,141.1,0.4656,medium
0792,256.36,310.4,197.4,23.07,1.2108,8065,19.3,0.7,261.23,317.2,23.53,1.74,9.8,49.67,4.88,12.5,79.5833,141.1,0.4726,medium
0793,255.81,306.2,198.3,22.56,1.197,8065,19.2,0.6999,260.68,312.6,23.0,1.71,9.0,60.3,4.87,12.3,79.5833,141.1,0.4255,medium
0794,256.4,310.9,197.5,22.92,1.2125,8065,19.3,0.7,261.26,317.0,23.35,1.72,10.1,46.14,4.86,12.4,79.5833,141.1,0.4661,medium
0795,257.7,314.5,200.5,22.36,1.2204,8065,19.4,0.6999,262.59,321.1,22.77,1.71,9.3,41.13,4.89,12.2,79.5833,141.1,0.415,medium
0796,256.01,306.6,198.8,23.42,1.1976,8065,19.3,0.7,260.9,314.6,23.88,1.74,8.4,55.46,4.89,12.0,79.5833,141.1,0.4512,medium
0797,256.56,313.4,199.6,22.55,1.2216,8065,19.3,0.7,261.46,321.7,23.0,1.73,9.9,49.3,4.9,14.6,79.5833,141.1,0.4791,medium
0798,257.03,308.7,199.4,22.23,1.201,8065,19.3,0.7001,261.94,314.3,22.67,1.74,8.8,44.05,4.92,12.5,79.5833,141.1,0.4578,medium
0799,254.99,313.9,198.9,22.33,1.231,8065,19.2,0.7,259.84,320.9,22.75,1.75,9.1,52.54,4.85,13.0,79.5833,141.1,0.4583,medium
0800,255.61,309.5,193.8,21.81,1.2108,8065,19.2,0.6999,260.46,316.4,22.24,1.75,9.0,45.07,4.86,12.2,79.5833,141.1,0.392,medium
0801,256.66,309.8,199.8,23.25,1.207,8065,19.2,0.7,261.54,316.8,23.69,1.75,9.3,54.36,4.89,12.0,79.5833,141.1,0.4732,medium
0802,256.62,307.1,203.6,21.6,1.1967,8065,19.3,0.7,261.51,316.2,22.03,1.69,8.3,32.03,4.89,11.8,79.5833,141.1,0.3739,medium
0803,256.21,316.7,203.8,22.27,1.2361,8065,19.3,0.7,261.12,323.1,22.71,1.71,8.6,48.11,4.91,13.4,79.5833,141.1,0.4573,medium
0804,255.02,315.1,202.8,21.76,1.2356,8065,19.3,0.7001,259.88,322.8,22.21,1.74,9.4,49.35,4.86,12.8,79.5833,141.1,0.4842,medium
0805,255.53,315.1,200.1,22.49,1.2331,8065,19.2,0.7,260.42,321.0,22.93,1.7,9.2,39.71,4.9,12.3,79.5833,141.1,0.453,medium
0806,254.9,304.2,204.0,21.53,1.1934,8065,19.3,0.7001,259.77,308.9,21.93,1.71,8.7,53.54,4.87,12.0,79.5833,141.1,0.4437,medium
0807,257.08,308.8,198.6,21.61,1.2012,8065,19.4,0.7,261.95,315.7,22.05,1.74,8.4,56.03,4.87,12.5,79.5833,141.1,0.4205,medium
0808,257.99,313.9,199.1,23.38,1.2167,8065,19.4,0.7,262.92,322.0,23.9,1.76,8.1,51.99,4.94,12.1,79.5833,141.1,0.4647,medium
0809,256.63,307.9,201.5,21.45,1.1998,8065,19.2,0.7,261.52,313.5,21.87,1.75,10.0,53.09,4.9,12.4,79.5833,141.1,0.4542,medium
0810,256.57,306.5,197.2,22.9,1.1946,8065,19.3,0.6999,261.42,312.2,23.34,1.68,10.3,40.24,4.85,11.9,79.5833,141.1,0.4141,medium
0811,257.78,313.3,201.0,22.09,1.2154,8065,19.2,0.7,262.7,319.1,22.52,1.77,8.6,57.28,4.92,12.6,79.5833,141.1,0.4589,medium
0812,256.06,308.4,199.5,22.08,1.2044,8065,19.3,0.7002,260.95,314.9,22.5,1.63,8.0,50.23,4.89,11.9,79.5833,141.1,0.473,medium
0813,256.88,314.4,201.0,23.46,1.2239,8065,19.2,0.7001,261.8,321.1,23.93,1.71,9.1,44.44,4.93,13.9,79.5833,141.1,0.505,medium
0814,256.07,312.5,200.2,22.95,1.2204,8065,19.2,0.7,260.95,318.1,23.38,1.74,9.2,39.09,4.88,11.9,79.5833,141.1,0.4444,medium
0815,256.69,316.7,204.1,23.08,1.2338,8065,19.3,0.7,261.6,322.3,23.52,1.67,9.6,32.45,4.91,11.8,79.5833,141.1,0.4606,medium
0816,256.5,304.9,201.6,22.24,1.1887,8065,9.8,0.7,261.36,311.0,22.67,1.68,8.3,49.91,4.87,12.0,79.5833,141.1,0.4073,medium
0817,256.83,307.7,202.7,22.34,1.1981,8065,19.3,0.7,261.73,314.7,22.8,1.67,7.7,40.19,4.9,13.1,79.5833,141.1,0.392,medium
